[dataset,window_size,change_points,time_series]
[P10_A,10,[141 209 269 339 404 474 535 607 664 726 785],[159.361 159.35 159.326 160.579 161.808 161.851 161.838 163.047 163.06 163.051 163.051 163.062 163.09 163.092 164.297 164.323 164.354 164.356 164.381 165.606 166.827 165.542 164.357 164.35 164.348 164.348 164.385 164.382 165.574 165.573 165.563 165.564 164.392 164.333 164.311 164.293 164.291 164.29 164.298 164.309 164.328 164.324 164.33 164.307 164.307 164.304 164.284 164.298 164.321 164.33 164.356 164.371 164.375 164.391 165.544 165.544 164.386 164.382 164.367 164.364 164.373 164.382 164.384 165.555 165.555 165.588 165.549 165.538 165.539 165.539 165.539 164.388 164.387 164.391 165.542 165.55 165.551 165.552 165.558 165.551 165.557 165.555 165.571 165.572 165.566 165.564 165.572 165.579 165.579 165.583 165.575 165.572 165.574 164.378 164.303 163.106 161.841 158.081 156.832 155.599 154.317 154.271 153.074 153.072 153.092 154.269 154.287 154.3 154.349 154.343 154.349 154.337 154.311 154.325 154.305 153.093 153.095 153.1 153.102 154.267 154.271 154.309 154.353 155.542 154.363 155.554 154.364 154.284 154.268 154.291 153.09 153.055 150.597 150.592 150.573 151.843 153.085 154.279 153.099 154.281 154.309 154.309 154.331 154.291 153.104 154.276 153.103 148.1 145.621 144.281 138.078 133.076 125.585 116.826 108.045 101.809 94.3041 85.5203 81.7679 75.566 74.2386 70.5192 68.0312 66.8071 66.7846 66.8191 66.7743 66.799 66.8109 68.0381 68.0304 68.0474 68.056 68.0534 73.0009 71.7755 73.0014 74.3246 76.8085 84.2352 85.571 94.2743 96.805 104.293 110.538 115.62 124.278 129.326 133.029 135.585 139.336 143.033 144.319 145.588 145.555 145.572 145.585 145.583 145.596 145.603 145.611 145.61 145.595 145.614 146.837 146.855 146.867 146.864 146.873 146.878 148.061 148.065 146.872 146.844 144.371 143.081 136.845 135.546 131.825 125.606 116.848 109.328 103.06 95.5048 84.329 76.772 74.3151 71.7755 65.5833 65.5561 65.5159 64.304 64.3013 64.3039 64.3186 64.3347 65.5233 65.5671 66.8276 66.8057 70.5336 74.2336 75.5359 78.0296 84.3422 89.2852 95.4986 98.0624 105.501 109.313 114.341 116.823 124.25 125.606 129.334 131.818 134.336 140.588 141.84 143.093 144.341 145.544 145.608 146.809 146.838 148.07 148.065 146.879 146.877 148.059 148.087 148.105 149.315 149.351 148.097 148.069 145.629 145.548 144.281 138.104 134.32 128.098 123.078 115.596 111.813 105.537 96.8484 95.5061 89.3199 85.5691 84.2784 83.0494 79.2968 78.0465 76.787 75.6068 75.5251 74.28 73.0013 69.2962 65.5508 65.561 66.7641 65.5952 66.791 66.8319 68.0616 69.3108 70.5509 73.0225 74.2395 74.3236 75.575 76.8038 79.3141 83.0339 84.335 86.8384 94.2689 95.6166 104.236 106.795 113.076 118.053 124.267 126.796 130.58 134.367 136.816 140.583 144.265 144.34 145.551 145.633 146.818 146.87 146.874 148.065 146.868 148.059 146.873 149.351 151.816 150.564 149.343 149.316 149.354 149.323 145.6 140.597 136.872 135.616 134.264 128.057 125.554 121.829 115.578 106.794 100.554 93.0617 85.5408 78.0533 75.5414 73.0449 70.5592 71.7945 69.2876 66.8316 66.8317 66.8196 66.7856 68.0689 69.2837 68.066 69.2952 70.5534 71.8 69.3059 71.7721 74.2334 75.5366 79.2728 84.2863 85.5749 93.0583 95.5677 101.782 105.544 109.29 114.323 118.087 124.328 126.842 130.555 135.527 139.31 141.796 143.064 144.351 145.559 145.625 146.826 146.855 146.858 146.87 146.862 146.857 146.834 146.834 146.825 145.551 144.343 141.847 139.318 134.356 130.571 125.573 121.808 115.595 111.78 105.604 104.251 96.824 94.3162 88.0793 85.5348 83.0397 78.0608 75.5066 73.0554 71.7802 66.7803 65.5867 65.5452 65.53 65.5921 65.5872 66.7834 68.0379 71.8079 71.784 73.0169 73.0072 70.546 70.5465 70.5449 73.0512 75.5479 76.7898 84.2466 86.7872 94.3188 96.8118 105.526 106.823 115.536 118.077 125.538 128.053 131.827 135.577 139.351 141.83 144.326 145.577 148.076 149.344 149.337 150.562 149.353 151.803 150.601 151.825 151.815 151.824 151.818 151.824 151.804 150.566 149.335 148.08 146.871 149.342 148.089 145.623 145.566 140.557 135.622 133.05 125.549 121.791 115.517 105.596 95.6078 88.039 80.5552 75.5051 74.2903 69.31 74.2909 65.4998 65.4956 65.5155 65.515 65.5531 65.5461 65.5663 65.5962 68.0314 69.2767 73.0037 74.341 75.5059 78.0678 83.0681 86.7878 94.2646 95.5447 98.0693 104.333 106.844 114.261 116.82 123.044 125.555 128.089 134.3 136.83 141.81 144.291 145.598 146.841 148.068 148.072 148.065 148.067 146.819 146.819 146.827 145.632 145.592 144.31 143.068 139.305 135.55 131.823 126.835 123.04 115.602 110.555 105.584 101.786 95.5508 90.5687 85.5393 80.5533 75.5297 74.2478 73.0419 70.5501 70.5267 73.0365 66.8125 66.778 66.7804 66.7705 68.0456 68.0569 71.7759 71.7727 73.0534 70.5549 73.0412 74.272 73.0548 74.2427 75.4963 76.8158 83.0666 85.5902 91.7809 94.3492 98.0514 105.513 108.065 114.31 118.095 124.329 125.565 128.067 133.083 135.555 136.828 141.806 144.299 144.375 146.827 149.333 148.089 148.092 146.868 146.874 146.837 146.834 146.852 148.085 150.572 150.578 151.812 150.595 148.067 149.321 150.577 148.09 145.607 144.312 136.808 133.069 126.854 123.041 114.295 105.563 95.5993 89.2805 83.0285 75.5529 74.298 73.0022 70.542 69.2732 68.0353 73.0592 71.7729 71.7738 73.0027 73.0414 71.7852 74.3142 74.3261 74.296 74.2861 78.0361 81.7867 85.5081 89.3223 94.3086 98.0324 104.34 108.051 114.322 116.849 124.331 128.05 133.069 135.62 138.083 144.332 145.557 145.609 148.071 148.074 148.094 148.089 148.099 148.088 149.321 148.103 148.062 145.623 145.577 144.348 143.079 138.085 135.56 134.258 129.301 124.308 119.323 115.514 108.054 104.317 99.2979 94.3162 89.3165 84.3064 83.0048 75.5222 74.2732 72.998 68.0341 73.0337 74.2568 65.5716 66.7718 65.5832 66.797 66.7971 66.7885 68.0195 73.0299 70.5442 71.7771 73.0616 74.3187 76.8133 80.5306 84.3266 88.0658 95.5127 99.3045 104.345 105.573 113.086 116.807 123.083 126.85 130.548 135.623 138.075 144.291 143.08 144.376 145.618 149.335 150.59 148.107 148.108 150.566 151.833 148.078 148.08 148.063 146.872 148.111 149.342 146.862 146.871 145.609 148.059 145.588 145.586 145.551 144.332 141.822 134.364 130.572 125.579 124.289 111.825 105.525 95.5826 86.7863 84.2571 76.7695 103.01 94.3028 93.0223 94.2847 91.7957 95.5851 71.8051 73.0553 71.7971 70.5395 74.2994 70.529 74.2813 75.5023 78.0592 84.2955 86.8306 94.3279 99.2815 105.558 114.347 120.563 126.81 134.306 138.099 144.332 149.321 151.823 148.108 149.322 149.338 148.111 148.098 150.571 149.316 149.349 149.312 151.847 150.573 151.819 151.834 151.851 154.274 153.077 153.052 153.059 153.039 153.057 153.062 153.054 154.267 154.309 154.331 154.34 154.337 154.343 154.342 154.357 155.535 154.384 155.559 155.583 155.615 155.599 155.629 155.63 155.631 155.623 155.602 155.591 155.595 155.597 155.606 155.623 155.616 156.823 156.837 160.563 161.83 161.807 161.839 161.827 163.043 161.841 163.044 163.088]]
