RWrist_X,RWrist_Y,frame_number,frame_peaks,pid,sample_id
235.63,104.345,710,0,P10_A,9
235.682,105.573,711,0,P10_A,9
235.683,113.086,712,0,P10_A,9
235.679,116.807,713,0,P10_A,9
235.676,123.083,714,0,P10_A,9
235.697,126.85,715,0,P10_A,9
235.638,130.548,716,0,P10_A,9
235.615,135.623,717,0,P10_A,9
235.596,138.075,718,0,P10_A,9
234.43,144.291,719,0,P10_A,9
235.587,143.08,720,0,P10_A,9
235.578,144.376,721,0,P10_A,9
234.415,145.618,722,0,P10_A,9
234.381,149.335,723,0,P10_A,9
234.349,150.59,724,0,P10_A,9
234.31,148.107,725,0,P10_A,9
234.306,148.108,726,1,P10_A,10
234.35,150.566,727,0,P10_A,10
234.379,151.833,728,0,P10_A,10
234.402,148.078,729,0,P10_A,10
234.401,148.08,730,0,P10_A,10
234.395,148.063,731,0,P10_A,10
234.391,146.872,732,0,P10_A,10
234.408,148.111,733,0,P10_A,10
234.414,149.342,734,0,P10_A,10
234.397,146.862,735,0,P10_A,10
234.35,146.871,736,0,P10_A,10
233.14,145.609,737,0,P10_A,10
231.854,148.059,738,0,P10_A,10
228.117,145.588,739,0,P10_A,10
225.683,145.586,740,0,P10_A,10
226.871,145.551,741,0,P10_A,10
225.679,144.332,742,0,P10_A,10
225.69,141.822,743,0,P10_A,10
226.912,134.364,744,0,P10_A,10
226.895,130.572,745,0,P10_A,10
230.648,125.579,746,0,P10_A,10
234.319,124.289,747,0,P10_A,10
235.593,111.825,748,0,P10_A,10
235.594,105.525,749,0,P10_A,10
235.661,95.5826,750,0,P10_A,10
235.698,86.7863,751,0,P10_A,10
236.873,84.2571,752,0,P10_A,10
236.854,76.7695,753,0,P10_A,10
233.086,103.01,754,0,P10_A,10
228.115,94.3028,755,0,P10_A,10
226.882,93.0223,756,0,P10_A,10
225.59,94.2847,757,0,P10_A,10
225.639,91.7957,758,0,P10_A,10
225.621,95.5851,759,0,P10_A,10
234.328,71.8051,760,0,P10_A,10
234.321,73.0553,761,0,P10_A,10
234.348,71.7971,762,0,P10_A,10
234.387,70.5395,763,0,P10_A,10
234.377,74.2994,764,0,P10_A,10
234.415,70.529,765,0,P10_A,10
235.57,74.2813,766,0,P10_A,10
234.416,75.5023,767,0,P10_A,10
234.399,78.0592,768,0,P10_A,10
235.571,84.2955,769,0,P10_A,10
234.416,86.8306,770,0,P10_A,10
234.395,94.3279,771,0,P10_A,10
234.36,99.2815,772,0,P10_A,10
234.393,105.558,773,0,P10_A,10
233.121,114.347,774,0,P10_A,10
234.32,120.563,775,0,P10_A,10
234.434,126.81,776,0,P10_A,10
234.394,134.306,777,0,P10_A,10
234.38,138.099,778,0,P10_A,10
234.388,144.332,779,0,P10_A,10
234.39,149.321,780,0,P10_A,10
234.339,151.823,781,0,P10_A,10
234.31,148.108,782,0,P10_A,10
234.332,149.322,783,0,P10_A,10
234.379,149.338,784,0,P10_A,10
234.378,148.111,785,1,P10_A,-1
234.368,148.098,786,0,P10_A,-1
234.361,150.571,787,0,P10_A,-1
234.33,149.316,788,0,P10_A,-1
233.115,149.349,789,0,P10_A,-1
231.893,149.312,790,0,P10_A,-1
233.084,151.847,791,0,P10_A,-1
229.39,150.573,792,0,P10_A,-1
226.919,151.819,793,0,P10_A,-1
226.86,151.834,794,0,P10_A,-1
225.659,151.851,795,0,P10_A,-1
225.624,154.274,796,0,P10_A,-1
224.429,153.077,797,0,P10_A,-1
224.379,153.052,798,0,P10_A,-1
224.379,153.059,799,0,P10_A,-1
224.354,153.039,800,0,P10_A,-1
224.359,153.057,801,0,P10_A,-1
224.371,153.062,802,0,P10_A,-1
224.369,153.054,803,0,P10_A,-1
225.569,154.267,804,0,P10_A,-1
225.636,154.309,805,0,P10_A,-1
225.632,154.331,806,0,P10_A,-1
225.669,154.34,807,0,P10_A,-1
226.854,154.337,808,0,P10_A,-1
226.867,154.343,809,0,P10_A,-1
225.695,154.342,810,0,P10_A,-1
226.849,154.357,811,0,P10_A,-1
226.896,155.535,812,0,P10_A,-1
226.899,154.384,813,0,P10_A,-1
226.905,155.559,814,0,P10_A,-1
226.906,155.583,815,0,P10_A,-1
226.923,155.615,816,0,P10_A,-1
228.103,155.599,817,0,P10_A,-1
226.894,155.629,818,0,P10_A,-1
226.883,155.63,819,0,P10_A,-1
226.888,155.631,820,0,P10_A,-1
226.866,155.623,821,0,P10_A,-1
226.849,155.602,822,0,P10_A,-1
226.851,155.591,823,0,P10_A,-1
226.858,155.595,824,0,P10_A,-1
225.697,155.597,825,0,P10_A,-1
225.69,155.606,826,0,P10_A,-1
225.667,155.623,827,0,P10_A,-1
225.663,155.616,828,0,P10_A,-1
225.643,156.823,829,0,P10_A,-1
225.627,156.837,830,0,P10_A,-1
225.642,160.563,831,0,P10_A,-1
225.634,161.83,832,0,P10_A,-1
225.676,161.807,833,0,P10_A,-1
225.644,161.839,834,0,P10_A,-1
225.647,161.827,835,0,P10_A,-1
225.655,163.043,836,0,P10_A,-1
225.668,161.841,837,0,P10_A,-1
225.645,163.044,838,0,P10_A,-1
225.598,163.088,839,0,P10_A,-1
